age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,1
41,State-gov,15,Widowed,Prof-specialty,Not-in-family,Other,Female,52,United-States,1
37,Private,12,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,38,United-States,1
26,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0
62,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
41,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,1
64,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
28,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,47,United-States,0
36,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
46,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
30,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
42,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,1
56,Private,10,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
41,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,1
33,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
59,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
41,Private,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0
49,Self-emp-inc,14,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,1
63,Local-gov,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0
42,Private,10,Separated,Adm-clerical,Not-in-family,White,Female,40,Cuba,0
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
19,Private,10,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0
65,Private,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,20,United-States,0
44,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,United-States,0
64,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,45,United-States,1
26,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
42,Private,12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
71,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,1
29,State-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1
60,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
39,Private,9,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
55,Private,7,Married-spouse-absent,Other-service,Unmarried,Black,Female,40,Jamaica,0
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
43,Private,8,Married-civ-spouse,Sales,Husband,White,Male,40,Italy,0
50,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
35,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
35,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
42,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
63,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,India,1
37,Private,13,Never-married,Other-service,Not-in-family,White,Male,39,United-States,0
27,Private,9,Never-married,Other-service,Own-child,White,Male,20,United-States,0
38,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
71,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
26,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
45,Local-gov,12,Divorced,Exec-managerial,Unmarried,White,Male,47,United-States,0
22,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
39,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,United-States,1
32,Self-emp-inc,11,Divorced,Exec-managerial,Not-in-family,White,Female,80,Greece,1
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,1
34,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
23,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,0
48,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,1
21,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
88,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1
41,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,1
47,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,1
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0
36,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
43,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
40,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,Other,Male,40,France,1
42,Private,9,Divorced,Craft-repair,Unmarried,Black,Male,45,United-States,0
23,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,35,United-States,0
33,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0
21,Private,9,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,0
18,Private,7,Never-married,Other-service,Own-child,White,Male,16,United-States,0
25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
26,Private,10,Never-married,Craft-repair,Own-child,White,Male,50,United-States,0
63,Local-gov,13,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,35,Philippines,0
43,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
55,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
23,State-gov,10,Never-married,Adm-clerical,Own-child,Black,Male,20,United-States,0
46,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0
48,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
35,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,1
41,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
43,Private,13,Divorced,Prof-specialty,Not-in-family,Black,Male,38,United-States,0
39,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
28,Private,9,Never-married,Transport-moving,Own-child,White,Male,45,Portugal,1
52,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,1
71,Self-emp-not-inc,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,1
47,Private,9,Never-married,Prof-specialty,Not-in-family,Black,Female,40,Jamaica,0
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
24,Private,13,Never-married,Sales,Own-child,White,Female,35,United-States,0
25,Private,9,Divorced,Craft-repair,Own-child,White,Male,10,United-States,0
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
44,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,60,Greece,1
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
43,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
29,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,0
20,Private,9,Never-married,Farming-fishing,Other-relative,White,Male,40,United-States,0
30,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0
21,Private,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,40,Philippines,0
47,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,1
25,Private,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
31,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
54,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
45,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,El-Salvador,0
59,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
35,Private,12,Never-married,Machine-op-inspct,Not-in-family,White,Female,44,United-States,1
43,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
48,Local-gov,13,Divorced,Protective-serv,Not-in-family,Black,Female,43,United-States,1
68,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,United-States,1
51,Private,5,Divorced,Transport-moving,Own-child,White,Male,40,United-States,0
20,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
33,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,1
40,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,0
24,Private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
26,Private,12,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,1
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
46,Self-emp-not-inc,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
34,Private,11,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,27,United-States,1
18,Private,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0
29,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0
83,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,20,United-States,0
31,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
22,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,England,0
31,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
36,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
55,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0
38,Self-emp-not-inc,5,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1
28,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
27,Private,9,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,0
31,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,Columbia,0
37,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,1
30,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,45,Iran,1
53,Private,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,1
90,Federal-gov,14,Divorced,Prof-specialty,Not-in-family,White,Male,99,United-States,0
62,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Ecuador,0
46,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,37,United-States,0
36,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
41,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
51,Private,11,Divorced,Sales,Not-in-family,White,Male,46,United-States,1
30,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0
46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
27,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,0
26,Private,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,1
48,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
67,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
47,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States,1
36,Private,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,35,Trinadad&Tobago,0
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
32,Private,11,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
44,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
40,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
21,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States,0
48,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
26,Private,7,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0
33,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
59,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
22,Private,4,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,0
53,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
66,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0
22,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
35,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1
23,Federal-gov,7,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
28,Private,11,Never-married,Adm-clerical,Other-relative,White,Male,40,Ireland,0
21,Private,10,Never-married,Sales,Own-child,White,Female,30,United-States,0
53,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1
46,Local-gov,14,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
62,Private,4,Widowed,Machine-op-inspct,Unmarried,White,Female,35,United-States,0
24,Private,10,Never-married,Other-service,Unmarried,White,Female,40,United-States,0
58,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
67,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0
43,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,1
23,Private,12,Never-married,Sales,Own-child,White,Female,12,United-States,0
35,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
28,Private,11,Never-married,Other-service,Not-in-family,Black,Female,48,United-States,0
45,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
42,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,South,1
46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Cuba,1
40,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
38,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
20,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
21,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,43,United-States,1
35,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0
42,Private,13,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,1
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,1
42,Local-gov,11,Divorced,Prof-specialty,Not-in-family,White,Female,36,United-States,0
42,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,1
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,35,United-States,0
41,Private,15,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,1
46,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
25,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,0
42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,1
28,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
32,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
59,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,1
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
22,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
52,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,20,United-States,0
49,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
40,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
41,Self-emp-inc,16,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Taiwan,1
39,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,60,United-States,0
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
24,Self-emp-not-inc,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,0
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
25,Private,7,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
36,Private,6,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
19,Private,10,Never-married,Sales,Own-child,Black,Female,20,United-States,0
33,Private,9,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
34,Private,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0
64,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
32,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
41,Private,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
60,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
34,Local-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,43,United-States,0
23,Private,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,El-Salvador,0
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
32,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,1
55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
38,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
46,Self-emp-inc,13,Married-civ-spouse,Tech-support,Husband,White,Male,65,United-States,1
55,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,1
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
21,Local-gov,7,Never-married,Other-service,Own-child,Black,Male,25,United-States,0
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
34,Self-emp-not-inc,5,Never-married,Other-service,Own-child,Black,Male,38,United-States,0
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
23,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,0
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,1
52,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
33,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India,1
43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
57,Private,13,Married-civ-spouse,Protective-serv,Wife,White,Female,45,Germany,1
27,Private,10,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,0
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
35,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0
34,Private,13,Married-civ-spouse,Priv-house-serv,Wife,White,Female,20,United-States,1
35,State-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,1
44,Private,5,Divorced,Other-service,Unmarried,White,Female,55,Dominican-Republic,0
42,Private,10,Never-married,Other-service,Own-child,White,Male,30,United-States,0
44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
42,Federal-gov,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
21,State-gov,10,Never-married,Other-service,Not-in-family,White,Female,16,United-States,0
30,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
28,Private,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
34,Private,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0
40,Private,9,Divorced,Priv-house-serv,Unmarried,White,Female,32,United-States,0
35,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,1
44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
53,Self-emp-not-inc,11,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
49,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
39,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,1
31,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,1
27,Private,10,Divorced,Other-service,Unmarried,Black,Female,37,United-States,0
47,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
25,Private,13,Never-married,Sales,Not-in-family,White,Male,44,United-States,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,0
51,State-gov,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,70,United-States,1
57,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,1
28,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,45,United-States,0
31,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
22,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
28,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,0
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,50,United-States,1
18,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,22,Germany,0
64,Private,5,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,1
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
43,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,1
46,Private,3,Widowed,Machine-op-inspct,Unmarried,White,Female,40,Mexico,0
33,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
54,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,0
49,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
49,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
45,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,44,United-States,1
47,Private,10,Separated,Prof-specialty,Not-in-family,Black,Male,40,United-States,0
23,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,0
54,Local-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
44,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,0
38,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
68,Self-emp-inc,13,Separated,Sales,Unmarried,White,Male,70,Canada,0
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
23,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,70,United-States,1
25,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
44,Private,11,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,1
52,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,India,1
66,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
35,Private,9,Married-civ-spouse,Transport-moving,Wife,White,Female,28,United-States,1
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
34,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,1
31,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,40,Ireland,0
46,State-gov,14,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,1
59,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,1
26,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,United-States,0
47,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,45,United-States,0
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
49,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
44,Private,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,45,United-States,0
30,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
35,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,0
22,Self-emp-inc,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
35,Federal-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,1
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
67,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
28,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
